DY,DY001,Hilary O'Neil had little experience and a lot of possibility.,neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
DY,DY002,do you know anything about chemotherapy.,neu,sad,sad,3,2,2,sad,sad,sad,2,2,2
DY,DY003,well I need help during it.,sad,sad,sad,2,2,2,sad,sad,sad,2,2,2
DY,DY004,so why would you pick me? Oh.. I got it. I had this shortest skirt  huh?,hap,sad,hap,1,2,1,hap,hap,hap,1,1,1
DY,DY005,oh actually no there was one with a shorter skirt but he was never a candy striper.,hap,neu,hap,1,3,1,hap,hap,hap,1,1,1
DY,DY006,Victor at all life could offer except the one thing he needed.,neu,neu,sad,3,3,2,neu,neu,neu,3,3,3
DY,DY007,I don't think I can deal with this.,sad,sad,sad,2,2,2,sad,sad,sad,2,2,2
DY,DY008,I'm not going to die  I am going to recover but I can't do it without help  I can't do it without you.,sad,neu,sad,2,3,2,sad,sad,sad,2,2,2
DY,DY009,for them the best medicine in life is knowing that there's hope.,neu,hap,neu,3,1,3,neu,neu,neu,3,3,3
DY,DY010,we deserve an adventure.,hap,neu,hap,1,3,1,hap,neu,hap,1,3,1
DY,DY011,why don't you drive? ,hap,neu,neu,1,3,3,hap,neu,neu,1,3,3
DY,DY012,no please don't do that Hilary.,ang,ang,ang,0,0,0,ang,ang,ang,0,0,0
DY,DY013,he's very sick and I don't know how to help him.,sad,sad,sad,2,2,2,sad,sad,sad,2,2,2
DY,DY014,Where's my son?,ang,ang,ang,0,0,0,ang,ang,ang,0,0,0
DY,DY015,I think you need to come get him now.,sad,ang,neu,2,0,3,sad,sad,sad,2,2,2
DY,DY016,I'd like to hide away here  too  with a beautiful girl. It's the enchanted cottage.,hap,hap,hap,1,1,1,hap,hap,hap,1,1,1
DY,DY017,I'm taking you back.,sad,sad,ang,2,2,0,sad,sad,sad,2,2,2
DY,DY018,Do you love me?,hap,ang,hap,1,0,1,hap,hap,hap,1,1,1
DY,DY019,What?,oth,hap,neu,-1,1,3,neu,neu,neu,3,3,3
DY,DY020,Just tell me. ,neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
DY,DY021,"You want me to tell you I love you? Then you can say  ""Well  great. Now I'm gonna die and I'm gonna leave you.""",sad,sad,sad,2,2,2,sad,sad,sad,2,2,2
DY,DY022,Do you think I want to die ? ,sad,ang,sad,2,0,2,sad,sad,sad,2,2,2
DY,DY023,I need a life. I have a life with you. ,sad,hap,hap,2,1,1,hap,hap,hap,1,1,1
DY,DY024,Most people live a lifetime and never love like this.,neu,hap,hap,3,1,1,hap,hap,hap,1,1,1
RO,RO001,"Special forces, huh? Huh?",neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RO,RO002,Yes Sir.,neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RO,RO003,"Oh, you're on leave. I hope you're enjoying yourself.",hap,neu,neu,1,3,3,neu,neu,neu,3,3,3
RO,RO004,"Yeah, I think I am.",hap,neu,neu,1,3,3,neu,neu,neu,3,3,3
RO,RO005,Full moon tonight.,hap,oth,hap,1,-1,1,hap,hap,hap,1,1,1
RO,RO006,"Actually doesn't matter where you are in the world, it's never bigger than your thumb.",hap,neu,hap,1,3,1,hap,hap,hap,1,1,1
RO,RO007,Hey pop. Got somebody I want you to meet.,hap,neu,hap,1,3,1,hap,hap,hap,1,1,1
RO,RO008,"I like you're dad, he loves you. I can tell even if you can't.",hap,hap,hap,1,1,1,hap,hap,hap,1,1,1
RO,RO009,The way people act around you it's like they're scared of you.,neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RO,RO010,Want you to get your hands off me.,ang,ang,ang,0,0,0,ang,ang,ang,0,0,0
RO,RO011,What if you're scared of what I used to be.,sad,sad,sad,2,2,2,sad,sad,sad,2,2,2
RO,RO012,You don't scare me John.,hap,oth,neu,1,-1,3,sad,sad,sad,2,2,2
RO,RO013,Well you scare me.,sad,oth,neu,2,-1,3,ang,ang,ang,0,0,0
RO,RO014,I gotta go back.,sad,neu,sad,2,3,2,sad,sad,sad,2,2,2
RO,RO015,Just like that.,ang,ang,ang,0,0,0,sad,sad,sad,2,2,2
RO,RO016,So where are they gonna send you? Right in the middle of it all?,sad,neu,ang,2,3,0,sad,sad,sad,2,2,2
RO,RO017,I'll see you soon.,sad,neu,sad,2,3,2,sad,sad,sad,2,2,2
RO,RO018,I'll see you soon then.,sad,neu,sad,2,3,2,sad,sad,sad,2,2,2
RO,RO019,"Dear John, tell me everything write it all down. That way. We'll be with each other all the time, even if we're not with each other at all.",neu,oth,sad,3,-1,2,neu,neu,neu,3,3,3
RO,RO020,"It's a full moon here tonight, which makes me think of you. Half a world away.",hap,sad,sad,1,2,2,neu,neu,neu,3,3,3
RO,RO021,Letter number 8.,neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RO,RO022,Letter number 33.,neu,neu,neu,3,3,3,sad,sad,sad,2,2,2
RO,RO023,Dear John.,neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RO,RO024,I miss you so much. It hurts,sad,sad,sad,2,2,2,sad,sad,sad,2,2,2
RO,RO025,Request for permission to extend my tour sir.,ang,neu,neu,0,3,3,sad,sad,sad,2,2,2
RO,RO026,You've decided you're going back.,hap,sad,sad,1,2,2,sad,sad,sad,2,2,2
RO,RO027,"All I know is I want to stay here with you as long as I possibly can and I need you to tell me, I don't...",sad,neu,sad,2,3,2,hap,hap,hap,1,1,1
RO,RO028,A lot can happen in 12 months John.,sad,neu,sad,2,3,2,neu,neu,neu,3,3,3
RO,RO029,Tonight you're here with me.,hap,hap,sad,1,1,2,neu,neu,neu,3,3,3
RO,RO030,My dad and I used to come out here. Lay down watch the lights change watch them go from green to red to yellow. You could try it if you wanted to.,hap,neu,neu,1,3,3,neu,neu,neu,3,3,3
RO,RO031,No.,neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RO,RO032,That's your problem. You don't do what you want.,neu,ang,oth,3,0,-1,neu,neu,neu,3,3,3
RO,RO033,Okay. And what happens if a car comes?,neu,neu,oth,3,3,-1,hap,hap,hap,1,1,1
RO,RO034,We die.,neu,neu,neu,3,3,3,hap,hap,hap,1,1,1
RO,RO035,"Some of  romances, there's shooting stars. Spectacular moment of light from the heavens.",hap,hap,hap,1,1,1,hap,neu,hap,1,3,1
RO,RO036,You just tell what you want I'm gonna be that for you.,hap,hap,hap,1,1,1,hap,hap,neu,1,1,3
RO,RO037,Leaving glimpse of eternity.,hap,neu,hap,1,3,1,hap,hap,hap,1,1,1
RO,RO038,"Windsor plantation, I'm gonna buy it one day, I'm gonna fix it up.",hap,hap,neu,1,1,3,neu,neu,neu,3,3,3
RO,RO039,"Well, what about me?",hap,hap,hap,1,1,1,hap,hap,hap,1,1,1
RO,RO040,What do you want?,hap,neu,neu,1,3,3,hap,hap,hap,1,1,1
RO,RO041,"I want a white house, with blue shutters.",hap,hap,hap,1,1,1,hap,hap,hap,1,1,1
RO,RO042,Okay.,hap,neu,hap,1,3,1,hap,hap,hap,1,1,1
RO,RO043,Do you promise?,hap,neu,hap,1,3,1,ang,ang,ang,0,0,0
RO,RO044,I promise.,hap,neu,hap,1,3,1,ang,ang,ang,0,0,0
RO,RO045,You sent the police for me?,ang,ang,ang,0,0,0,sad,sad,sad,2,2,2
RO,RO046,It is 2:00 in the morning we sent the police.,ang,ang,ang,0,0,0,ang,ang,ang,0,0,0
RO,RO047," Mrs. Hamilton, all of these is my fault.",ang,sad,sad,0,2,2,ang,ang,ang,0,0,0
RO,RO048,"He's a nice boy, but he's...",hap,oth,ang,1,-1,0,ang,ang,ang,0,0,0
RO,RO049,He's what?,ang,ang,ang,0,0,0,sad,sad,sad,2,2,2
RO,RO050,He is trash trash trash not for you.,ang,ang,ang,0,0,0,hap,hap,hap,1,1,1
RO,RO051,"If you are not to see him anymore, and that's fine.",ang,neu,ang,0,3,0,hap,hap,hap,1,1,1
RO,RO052,"He understands, it's hard, but he really does.",sad,neu,sad,2,3,2,hap,hap,hap,1,1,1
RO,RO053,"Moods of plantation, dream house, would be able to get it now?",hap,sad,hap,1,2,1,sad,sad,sad,2,2,2
RO,RO054,"I think a lot about why we should get married. I love you, marry me.",hap,hap,hap,1,1,1,sad,sad,sad,2,2,2
RO,RO055,Hello.,hap,hap,hap,1,1,1,neu,neu,neu,3,3,3
RO,RO056,We really loved each other didn't we.,hap,sad,sad,1,2,2,ang,ang,ang,0,0,0
RO,RO057,I hope you make the right choice.,sad,neu,sad,2,3,2,ang,ang,ang,0,0,0
RO,RO058,Gandhi said whatever you do in life will be insignificant. It's very important that you do.,hap,neu,neu,1,3,3,neu,neu,neu,3,3,3
RO,RO059,Officer those two we're just trying to stop it.,ang,neu,ang,0,3,0,ang,ang,ang,0,0,0
RO,RO060,Go home.,ang,ang,ang,0,0,0,ang,ang,ang,0,0,0
RO,RO061,I tend to agree with the first part.,neu,neu,neu,3,3,3,sad,sad,sad,2,2,2
RO,RO062, You could do worse than have a father who bails you out of jail.,ang,neu,ang,0,3,0,neu,neu,neu,3,3,3
RO,RO063,I don't want to be bailed out of anything.,ang,neu,ang,0,3,0,ang,ang,ang,0,0,0
RO,RO064,Why do you think that doesn't want to spend time with me.,sad,sad,sad,2,2,2,ang,ang,ang,0,0,0
RO,RO065,"She knows I'll take care of her, that's all there is Tyler.",sad,neu,neu,2,3,3,neu,neu,neu,3,3,3
RO,RO066,"That's all there is, not enough.",ang,sad,ang,0,2,0,neu,neu,neu,3,3,3
RO,RO067, You know you can't smoke in here.,ang,hap,ang,0,1,0,ang,ang,ang,0,0,0
RO,RO068,What? why do you have an ashtray?,neu,oth,oth,3,-1,-1,ang,ang,ang,0,0,0
RO,RO069,"It's a bowl, it completes the room.",neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RO,RO070, I guess it was just here to teach me.,neu,oth,neu,3,-1,3,neu,neu,neu,3,3,3
RO,RO071,"You put it ghost a past couple of weeks, all right. You didn't want to go out any more.",ang,ang,ang,0,0,0,neu,neu,neu,3,3,3
RO,RO072," I had enough of this introvert stuff, okay. I already set an intervention here.",ang,ang,ang,0,0,0,neu,neu,neu,3,3,3
RO,RO073,He had got a daughter.,ang,oth,oth,0,-1,-1,neu,neu,neu,3,3,3
RO,RO074,Who's got a daughter?,neu,oth,neu,3,-1,3,hap,hap,hap,1,1,1
RO,RO075,"The cop that busted your face all up, he's got a daughter.",ang,neu,neu,0,3,3,neu,neu,neu,3,3,3
RO,RO076, I know her she's in my global politics class.,neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RO,RO077,Go get her.,neu,oth,neu,3,-1,3,neu,neu,neu,3,3,3
RO,RO078,I I don't date sociology majors.,neu,neu,oth,3,3,-1,neu,neu,neu,3,3,3
RO,RO079,"Lucky for you, I'm I'm undecided.",hap,hap,hap,1,1,1,hap,hap,hap,1,1,1
RO,RO080,About what?,neu,neu,neu,3,3,3,hap,hap,hap,1,1,1
RO,RO081,Of everything.,hap,neu,neu,1,3,3,hap,hap,hap,1,1,1
RO,RO082,What desserts do you have?,neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RO,RO083, I have my dessert first.,hap,neu,neu,1,3,3,neu,neu,neu,3,3,3
RO,RO084,What is that?,hap,oth,hap,1,-1,1,neu,neu,neu,3,3,3
RO,RO085,This is our appetizer.,hap,hap,neu,1,1,3,neu,neu,neu,3,3,3
RO,RO086,That's my chicks dig...You man they love this freaky poetic stuff.,hap,hap,hap,1,1,1,ang,ang,ang,0,0,0
RO,RO087,Charles it's your son.,neu,neu,neu,3,3,3,ang,ang,ang,0,0,0
RO,RO088,"Yeah, I was wondering if you wanna have dinner.",hap,neu,neu,1,3,3,neu,neu,neu,3,3,3
RO,RO089,How many?,neu,oth,neu,3,-1,3,neu,neu,neu,3,3,3
RO,RO090,Three.,neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RO,RO091,"Can stand me up, but he can't stand you up.",ang,neu,ang,0,3,0,neu,neu,neu,3,3,3
RO,RO092,You gonna take care of nothing! You're irresponsible for no one! You're a kid!,ang,ang,ang,0,0,0,ang,ang,ang,0,0,0
RO,RO093,I'm going out.,neu,neu,neu,3,3,3,sad,sad,sad,2,2,2
RO,RO094,Where are you going?,neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RO,RO095,A boy from school.,neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RO,RO096,"You're kind of lost, don't you?",hap,neu,neu,1,3,3,neu,neu,neu,3,3,3
RO,RO097,"You think you know me, you know.",ang,neu,ang,0,3,0,hap,hap,hap,1,1,1
RO,RO098,My dad just doesn't know what's going on right now.,sad,sad,sad,2,2,2,hap,hap,hap,1,1,1
RO,RO099,What's going on right now?,neu,oth,neu,3,-1,3,neu,neu,neu,3,3,3
RO,RO100,"Someone's been trying to tell me something, make your yours forever. No marking on the forever part.",hap,neu,neu,1,3,3,neu,neu,neu,3,3,3
RO,RO101,You do not like this song.,hap,neu,neu,1,3,3,sad,sad,sad,2,2,2
RO,RO102,You have to turn it off.,hap,hap,hap,1,1,1,sad,sad,sad,2,2,2
RO,RO103,Please stop.,hap,hap,neu,1,1,3,ang,ang,ang,0,0,0
RO,RO104,"Life's all about moments of impact, but what if one day you could no longer remember any of them.",sad,neu,neu,2,3,3,neu,neu,neu,3,3,3
RO,RO105,Paige you're in the hospital you were in a car accident.,neu,neu,neu,3,3,3,hap,hap,hap,1,1,1
RO,RO106,Are you in any pain?,sad,sad,sad,2,2,2,hap,neu,hap,1,3,1
RO,RO107,My head hurts doctor.,sad,sad,sad,2,2,2,sad,sad,sad,2,2,2
RO,RO108,She doesn't remember me!,ang,ang,ang,0,0,0,sad,sad,sad,2,2,2
RO,RO109,Her memory is going to improve with time.,neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RO,RO110,Surprise!,hap,hap,hap,1,1,1,neu,neu,neu,3,3,3
RO,RO111,We miss you.,hap,neu,hap,1,3,1,sad,sad,sad,2,2,2
RO,RO112,"Coming home to life, I don't know that's a lot to take in.",sad,sad,sad,2,2,2,neu,neu,neu,3,3,3
RO,RO113,We'll figure this out together.,sad,oth,sad,2,-1,2,neu,neu,neu,3,3,3
RO,RO114,Good morning.,hap,neu,neu,1,3,3,neu,neu,neu,3,3,3
RO,RO115,What?,neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RO,RO116,Please knock.,oth,oth,oth,-1,-1,-1,sad,sad,sad,2,2,2
RO,RO117,"This's habit, I'm sorry",sad,oth,sad,2,-1,2,hap,hap,hap,1,1,1
RO,RO118,The last memory that I have is being engaged to Jeremy.,neu,oth,oth,3,-1,-1,sad,sad,sad,2,2,2
RO,RO119,Hi.,ang,sad,neu,0,2,3,neu,neu,neu,3,3,3
RO,RO120,Hi. I'm sorry. This is ah...,hap,neu,neu,1,3,3,ang,ang,ang,0,0,0
RO,RO121,Jeremy.,ang,neu,neu,0,3,3,ang,ang,ang,0,0,0
RO,RO122,Been a long time.,neu,neu,oth,3,3,-1,sad,sad,sad,2,2,2
RO,RO123,I need to make my wife fall in love with me again. I want to ask you out on a date.,sad,oth,sad,2,-1,2,sad,sad,sad,2,2,2
RO,RO124,This is the exact parking spot where we first met.,hap,neu,hap,1,3,1,sad,sad,sad,2,2,2
RO,RO125,I know you remember what we were like together.,hap,sad,sad,1,2,2,sad,sad,sad,2,2,2
RO,RO126,"You like this, right?",hap,neu,neu,1,3,3,neu,neu,neu,3,3,3
RO,RO127,I'm trying!,ang,ang,ang,0,0,0,neu,neu,neu,3,3,3
RO,RO128,To save what we have.,ang,ang,ang,0,0,0,neu,neu,neu,3,3,3
RO,RO129,I'm not trying to hurt you.,sad,sad,sad,2,2,2,hap,hap,hap,1,1,1
RO,RO130,"I miss our life together, I miss being with you.",sad,sad,sad,2,2,2,neu,neu,neu,3,3,3
RO,RO131,I hope one day I can love the way that you love me.,sad,sad,sad,2,2,2,neu,neu,neu,3,3,3
RO,RO132,"You figured it out once, you'll do it again.",sad,sad,sad,2,2,2,neu,neu,neu,3,3,3
RO,RO133,New York has lost its soul.,neu,oth,neu,3,-1,3,neu,neu,neu,3,3,3
RO,RO134,He's decided to hate where he's from.,ang,neu,neu,0,3,3,hap,hap,hap,1,1,1
RO,RO135,There's a John Varvatos where CGB's used to be.,neu,neu,neu,3,3,3,sad,sad,sad,2,2,2
RO,RO136,That's true.,hap,neu,hap,1,3,1,ang,ang,ang,0,0,0
RO,RO137,New York's most vibrant neighborhood at the moment is Philadelphia.,hap,neu,neu,1,3,3,neu,neu,neu,3,3,3
RO,RO138,W.F. Gerald. I just moved into 2-b.,neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RO,RO139,Thomas Webb.,neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RO,RO140,"Why so troubled, Thomas?",oth,oth,oth,-1,-1,-1,ang,ang,ang,0,0,0
RO,RO141,I'm having a bad day.,ang,oth,oth,0,-1,-1,neu,neu,neu,3,3,3
RO,RO142,What's her name?,neu,neu,neu,3,3,3,ang,ang,ang,0,0,0
RO,RO143,I'm crazy about you.,hap,hap,hap,1,1,1,ang,ang,ang,0,0,0
RO,RO144,I'm crazy about you but...,hap,neu,oth,1,3,-1,neu,neu,neu,3,3,3
RO,RO145,"But, don't say his friends.",sad,sad,ang,2,2,0,neu,neu,neu,3,3,3
RO,RO146,Why?! Why is that so bad?,ang,ang,ang,0,0,0,neu,neu,neu,3,3,3
RO,RO147,What you need to do just make her afraid of something more than being with you.,neu,neu,oth,3,3,-1,ang,ang,ang,0,0,0
RO,RO148,Which is..,neu,oth,oth,3,-1,-1,neu,neu,neu,3,3,3
RO,RO149,Not being with you.,hap,neu,neu,1,3,3,ang,ang,ang,0,0,0
RO,RO150,How am I supposed to do that?,ang,oth,oth,0,-1,-1,neu,neu,neu,3,3,3
RO,RO151,"Let life take over, find a window and bounce.",neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RO,RO152,What's my father doing here?,neu,oth,oth,3,-1,-1,neu,neu,neu,3,3,3
RO,RO153,Who's he with?,neu,neu,oth,3,3,-1,neu,neu,neu,3,3,3
RO,RO154, I don't know. It's not my mother.,ang,oth,oth,0,-1,-1,ang,ang,ang,0,0,0
RO,RO155,"That's her, the other woman.",oth,oth,neu,-1,-1,3,ang,ang,ang,0,0,0
RO,RO156,Excuse me! Do you know who I am?,ang,neu,ang,0,3,0,neu,neu,neu,3,3,3
RO,RO157,Yes I do.,ang,neu,neu,0,3,3,neu,neu,neu,3,3,3
RO,RO158,You do?,oth,oth,neu,-1,-1,3,neu,neu,neu,3,3,3
RO,RO159,You're the boy who follows me. You're also Ethan's son.,ang,neu,ang,0,3,0,neu,neu,neu,3,3,3
RO,RO160,"You think you're gonna steal him away from my mother, and get any man you want to sit.",ang,neu,ang,0,3,0,neu,neu,neu,3,3,3
RO,RO161,Could I get you?,hap,neu,oth,1,3,-1,sad,sad,sad,2,2,2
RO,RO162,What?,oth,oth,ang,-1,-1,0,ang,ang,ang,0,0,0
RO,RO163,She's not like anyone I've ever met.,hap,oth,oth,1,-1,-1,sad,sad,sad,2,2,2
RO,RO164,People do things all the time without realizing.,neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RO,RO165,"Yeah, what am I doing?",neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RO,RO166, You're trying to make love to me.,hap,oth,oth,1,-1,-1,neu,neu,neu,3,3,3
RO,RO167,I'm trying to make love to you?,oth,oth,ang,-1,-1,0,hap,hap,hap,1,1,1
RO,RO168,We're you?,neu,oth,neu,3,-1,3,hap,hap,hap,1,1,1
RO,RO169,What kind of a question is that?,ang,oth,ang,0,-1,0,hap,hap,hap,1,1,1
RO,RO170,She's a beautiful woman.,hap,oth,neu,1,-1,3,neu,neu,neu,3,3,3
RO,RO171,She's sleeping with my father.,ang,oth,ang,0,-1,0,neu,neu,neu,3,3,3
RO,RO172,You're being really obvious.,neu,neu,neu,3,3,3,hap,hap,hap,1,1,1
RO,RO173,You're an innocent Thomas and you've got no idea how the world works.,hap,neu,neu,1,3,3,hap,hap,hap,1,1,1
RO,RO174,I know some things.,neu,oth,neu,3,-1,3,hap,hap,hap,1,1,1
RO,RO175,Like what?,neu,neu,neu,3,3,3,hap,hap,hap,1,1,1
RO,RO176,Did you sleep with her?,sad,sad,ang,2,2,0,sad,sad,sad,2,2,2
RO,RO177,Why do you care?,ang,neu,ang,0,3,0,sad,sad,sad,2,2,2
RO,RO178,In life what is it that you want?,neu,neu,ang,3,3,0,sad,sad,sad,2,2,2
RO,RO179,Is there anything I should know? Anything you want to tell me.,neu,neu,neu,3,3,3,sad,sad,sad,2,2,2
RO,RO180,You want something more here.,neu,neu,neu,3,3,3,sad,sad,sad,2,2,2
RO,RO181,Something more what?,neu,neu,neu,3,3,3,sad,sad,sad,2,2,2
RO,RO182,Provocative.,neu,neu,neu,3,3,3,sad,sad,sad,2,2,2
RO,RO183,Things have gotten messy.,sad,neu,sad,2,3,2,hap,hap,hap,1,1,1
RO,RO184," You are just like them. They won, Thomas.",ang,sad,ang,0,2,0,hap,hap,hap,1,1,1
RO,RO185,"I want to bail, but I can't.",sad,sad,sad,2,2,2,hap,hap,hap,1,1,1
RO,RO186,"But then you know, the only way out is truth.",neu,neu,neu,3,3,3,hap,hap,hap,1,1,1
RO,RO187,It's as random as it is deliberate. Funny as it is tragic.,neu,neu,neu,3,3,3,hap,hap,hap,1,1,1
RO,RO188,Yours is no exception.,neu,neu,neu,3,3,3,neu,neu,neu,3,3,3
RP,RP001,Yes! Oh my God Shea and I won working together.,hap,hap,hap,1,1,1,neu,neu,neu,3,3,3
RP,RP002,"Finally, a win!",hap,hap,hap,1,1,1,sad,sad,sad,2,2,2
RP,RP003,"I am so happy, yes!",hap,hap,hap,1,1,1,ang,ang,ang,0,0,0
